,date,time,latitude,longitude,depth,magnitude,magnitude_type
273,2017-08-01,14:03:48.310000,36.9583,27.3843,8400.0,3.7,MLh
274,2017-07-22,14:03:58.770000,36.8907,27.5322,7200.0,3.1,MLh
275,2017-10-18,14:08:23.150000,36.8603,27.3087,17300.0,2.7,MLh
276,2017-08-22,14:13:56.210000,36.963,27.4008,8500.0,2.8,MLh
277,2017-07-21,14:14:33.577866,36.98730469,27.34863281,14815.75521,3.039895846,MLh
278,2017-07-24,14:14:41.430000,36.9417,27.533,13500.0,2.7,MLh
279,2017-07-21,14:21:57.610000,36.974,27.5318,9600.0,3.6,MLh
280,2017-07-28,14:27:39.570000,36.897,27.5358,11100.0,3.0,MLh
281,2017-08-20,14:35:22.340000,36.9613,27.2645,13400.0,3.1,MLh
282,2017-12-24,14:35:27.570000,36.931,27.554,10700.0,3.1,MLh
283,2017-10-07,14:35:47.390000,36.9218,27.3652,13900.0,3.1,MLh
284,2017-07-24,14:35:49.840000,36.8923,27.5812,17900.0,2.9,MLh
285,2017-07-27,14:36:01.200000,36.9522,27.573,9600.0,2.8,MLh
286,2017-07-28,14:37:39.430000,36.9577,27.4052,12600.0,2.9,MLh
287,2017-07-21,14:38:31,36.9517,27.5335,13400.0,3.0,MLh
288,2012-06-03,14:43:17.100000,36.9775,27.5012,32500.0,2.2,MLh
289,2014-04-10,14:48:03.780000,36.9852,27.3873,24100.0,3.1,MLh
290,2017-07-21,14:54:32.720000,36.9392,27.4125,14000.0,2.8,MLh
291,2013-07-03,14:55:09.280000,36.824,27.4248,29700.0,3.2,MLh
292,2015-05-29,14:55:31.180000,36.807,27.508,45600.0,3.0,MLh
293,2017-07-28,15:01:21.100000,36.865,27.4948,17900.0,2.9,MLh
294,2017-11-11,15:05:35.240000,36.8975,27.5965,14500.0,2.8,MLh
295,2017-07-23,15:11:28,36.8863,27.3353,12900.0,2.9,MLh
296,2017-08-05,15:15:21.188393,36.94335938,27.33398438,25694.01042,2.761238523,MLh
297,2017-08-04,15:19:47.389600,36.92871094,27.52441406,18004.55729,2.983057435,MLh
298,2011-05-08,15:24:03.140000,36.8233,27.5092,32500.0,2.8,MLh
299,2014-08-13,15:26:00.800000,36.9882,27.5677,20300.0,2.7,MLh
300,2017-07-21,15:32:50.120000,36.9423,27.283,21500.0,2.9,MLh
301,2017-10-29,15:38:14.840000,36.9592,27.315,12900.0,3.2,MLh
302,2017-07-21,15:41:11.580000,36.9395,27.3278,9400.0,3.2,MLh
303,2013-11-19,15:46:52.630000,36.881,27.5415,31300.0,2.6,MLh
304,2011-12-31,16:00:14.410000,36.9952,27.427,29600.0,3.2,MLh
305,2017-09-11,16:04:05.320000,36.9417,27.5837,13700.0,2.8,MLh
306,2011-12-27,16:13:00.270000,36.9988,27.4093,29400.0,3.0,MLh
307,2012-05-16,16:19:03.730000,36.8308,27.5663,29300.0,2.7,MLh
308,2012-05-16,16:25:01.930000,36.8562,27.5633,27300.0,2.7,MLh
309,2017-09-04,16:30:38.920000,36.857,27.3845,21000.0,2.5,MLh
310,2011-05-08,16:35:26.110000,36.8562,27.5562,28100.0,2.6,MLh
311,2015-05-29,16:37:28.080000,36.8448,27.4908,47400.0,3.3,MLh
312,2012-06-04,16:37:41.090000,36.9923,27.5438,29900.0,2.3,MLh
313,2014-04-17,16:38:07.890000,36.9972,27.4135,30200.0,3.3,MLh
314,2016-06-02,16:43:38.520000,36.8357,27.233,35600.0,2.6,MLh
315,2014-08-17,16:53:54.640000,36.965,27.3307,28500.0,2.9,MLh
316,2017-07-21,16:55:25.930000,36.9728,27.3532,13600.0,3.6,MLh
317,2017-08-09,16:55:49.436254,36.92871094,27.49511719,22646.48438,3.702996485,MLh
318,2017-09-24,16:57:17.090000,36.931,27.3285,11900.0,4.5,MLh
319,2017-07-31,16:57:55.140000,36.9002,27.5913,9400.0,3.2,MLh
320,2011-05-08,17:00:56.530000,36.8732,27.5443,30100.0,2.9,MLh
321,2017-07-26,17:01:29.930000,36.8492,27.4885,13900.0,2.8,MLh
322,2013-01-22,17:02:45.850000,36.8022,27.3548,28700.0,2.9,MLh
323,2017-09-24,17:04:54.790000,36.9583,27.331,13100.0,2.6,MLh
324,2015-05-25,17:05:11.780000,36.8587,27.5072,38900.0,3.8,MLh
325,2017-07-22,17:09:21.990000,36.952,27.3735,13000.0,4.6,MLh
326,2017-07-21,17:09:50.940000,36.89,27.3152,23100.0,4.8,MLh
327,2017-05-22,17:11:31.790000,36.9795,27.3833,9100.0,2.9,MLh
328,2017-09-24,17:19:07.800000,36.969,27.334,10000.0,2.9,MLh
329,2017-07-21,17:19:48.510000,36.935,27.377,12200.0,3.5,MLh
330,2018-02-02,17:20:34.780000,36.958,27.539,12900.0,2.9,MLh
331,2015-05-30,17:23:50.300000,36.8702,27.5878,47600.0,2.7,MLh
332,2017-07-24,17:24:57.280000,36.9765,27.508,14700.0,3.0,MLh
333,2017-07-21,17:28:29.310000,36.9403,27.3338,12400.0,3.8,MLh
